order_id,orderDate,customer_id,Resturant_ID,Fooditem,quantity,deliver_status,payment_method
255939,22-03-2022,4,211,2142,8,Delivered,COD
255940,22-03-2022,25,213,2150,4,Delivered,COD
255941,22-03-2022,9,212,2147,1,Delivered,UPI
255942,22-03-2022,21,211,2143,1,Delivered,Card
255943,22-03-2022,3,213,2148,5,Delivered,UPI
255944,22-03-2022,21,216,2163,7,Delivered,Card
255945,22-03-2022,23,212,2145,1,Delivered,COD
255946,22-03-2022,6,214,2155,8,Delivered,UPI
255947,22-03-2022,4,211,2142,5,Delivered,COD
255948,22-03-2022,25,211,2142,7,Delivered,UPI
255949,22-03-2022,4,212,2147,4,Delivered,UPI
255950,22-03-2022,25,212,2147,10,Delivered,COD
255951,22-03-2022,29,216,2160,8,Delivered,UPI
255952,22-03-2022,13,212,2145,5,Delivered,COD
255953,22-03-2022,4,212,2145,3,Delivered,UPI
255954,22-03-2022,25,216,2163,10,Delivered,COD
255955,22-03-2022,23,217,2167,3,Delivered,UPI
255956,22-03-2022,14,211,2142,4,Delivered,UPI
255957,22-03-2022,25,212,2147,10,Delivered,UPI
255958,22-03-2022,22,214,2154,6,Delivered,Card
255959,22-03-2022,25,211,2142,4,Delivered,UPI
255960,22-03-2022,15,211,2141,7,Delivered,UPI
255961,22-03-2022,7,211,2142,5,Delivered,UPI
255962,22-03-2022,27,216,2160,8,Delivered,UPI
255963,22-03-2022,20,213,2148,9,Delivered,COD
255964,22-03-2022,25,212,2147,3,Delivered,UPI
255965,22-03-2022,25,216,2161,7,Delivered,UPI
255966,22-03-2022,7,216,2161,8,Delivered,UPI
255967,22-03-2022,4,213,2149,9,Delivered,Card
255968,22-03-2022,18,211,2143,2,Delivered,Card
255969,22-03-2022,20,213,2149,7,Delivered,UPI
255970,23-03-2022,15,211,2142,10,Delivered,UPI
255971,23-03-2022,15,212,2147,5,Delivered,UPI
255972,23-03-2022,8,212,2147,9,Delivered,UPI
255973,23-03-2022,4,212,2147,10,Delivered,UPI
255974,23-03-2022,25,216,2160,8,Delivered,COD
255975,23-03-2022,19,212,2147,1,Delivered,COD
255976,23-03-2022,25,212,2147,4,Delivered,UPI
255977,23-03-2022,4,213,2148,7,Delivered,COD
255978,23-03-2022,28,216,2161,6,Delivered,UPI
255979,23-03-2022,12,212,2147,8,Delivered,UPI
255980,23-03-2022,13,212,2147,4,Delivered,UPI
255981,23-03-2022,4,212,2147,4,Delivered,UPI
255982,23-03-2022,2,217,2165,10,Delivered,Card
255983,23-03-2022,25,214,2151,9,Delivered,Card
255984,23-03-2022,11,211,2142,9,Delivered,UPI
255985,23-03-2022,25,213,2150,10,Delivered,UPI
255986,23-03-2022,2,211,2144,10,Delivered,UPI
255987,23-03-2022,26,216,2160,1,Delivered,UPI
255988,23-03-2022,25,217,2165,2,Delivered,UPI
255989,23-03-2022,25,211,2141,6,Delivered,UPI
255990,23-03-2022,14,211,2142,3,Delivered,UPI
255991,23-03-2022,8,212,2147,1,Delivered,UPI
255992,23-03-2022,21,217,2164,8,Delivered,UPI
255993,23-03-2022,4,212,2147,10,Delivered,UPI
255994,23-03-2022,25,211,2141,10,Delivered,UPI
255995,23-03-2022,25,217,2165,2,Delivered,UPI
255996,23-03-2022,29,211,2141,10,Cancelled,COD
255997,23-03-2022,4,211,2141,3,Delivered,UPI
255998,23-03-2022,27,211,2142,4,Delivered,UPI
255999,23-03-2022,25,216,2163,7,Delivered,COD
256000,23-03-2022,24,212,2147,10,Delivered,COD
256001,24-03-2022,4,212,2146,7,Delivered,UPI
256002,24-03-2022,19,212,2147,3,Delivered,UPI
256003,24-03-2022,25,211,2142,6,Delivered,UPI
256004,24-03-2022,18,213,2149,7,Delivered,UPI
256005,24-03-2022,13,217,2165,8,Delivered,UPI
256006,24-03-2022,9,212,2147,8,Delivered,UPI
256007,24-03-2022,25,213,2149,2,Delivered,UPI
256008,24-03-2022,14,216,2161,3,Delivered,UPI
256009,24-03-2022,13,213,2149,2,Delivered,COD
256010,24-03-2022,14,214,2152,10,Delivered,COD
256011,24-03-2022,22,217,2165,3,Delivered,COD
256012,24-03-2022,18,211,2142,9,Delivered,COD
256013,24-03-2022,11,217,2165,7,Delivered,UPI
256014,24-03-2022,28,213,2148,2,Delivered,UPI
256015,24-03-2022,19,214,2152,9,Delivered,UPI
256016,25-03-2022,5,213,2149,10,Delivered,UPI
256017,25-03-2022,4,213,2149,3,Delivered,UPI
256018,25-03-2022,11,213,2150,7,Delivered,UPI
256019,25-03-2022,5,217,2165,10,Delivered,COD
256020,25-03-2022,17,211,2143,8,Delivered,Card
256021,25-03-2022,4,212,2147,9,Delivered,UPI
256022,25-03-2022,18,212,2146,9,Delivered,UPI
256023,25-03-2022,30,213,2150,8,Delivered,COD
256024,25-03-2022,25,212,2145,9,Delivered,UPI
256025,25-03-2022,21,214,2151,4,Delivered,COD
256026,25-03-2022,25,212,2145,3,Delivered,COD
256027,25-03-2022,25,213,2149,7,Delivered,UPI
256028,25-03-2022,17,214,2154,8,Delivered,UPI
256029,25-03-2022,13,213,2150,1,Delivered,COD
256030,25-03-2022,15,212,2145,6,Delivered,UPI
256031,25-03-2022,17,214,2154,2,Delivered,COD
256032,25-03-2022,4,211,2141,3,Delivered,COD
256033,25-03-2022,29,211,2142,7,Delivered,Card
256034,25-03-2022,23,212,2146,6,Delivered,Card
256035,25-03-2022,4,213,2149,9,Delivered,UPI
256036,25-03-2022,3,212,2147,5,Delivered,UPI
256037,25-03-2022,4,211,2141,8,Delivered,UPI
256038,25-03-2022,28,212,2147,7,Delivered,COD
256039,25-03-2022,9,211,2142,7,Delivered,UPI
256040,25-03-2022,4,212,2147,5,Delivered,UPI
256041,26-03-2022,18,211,2141,5,Delivered,COD
256042,26-03-2022,11,214,2155,1,Delivered,Card
256043,26-03-2022,22,212,2147,3,Delivered,UPI
256044,26-03-2022,11,212,2147,4,Delivered,UPI
256045,26-03-2022,4,212,2146,7,Delivered,COD
256046,26-03-2022,20,217,2164,2,Delivered,Card
256047,26-03-2022,24,211,2144,3,Delivered,COD
256048,26-03-2022,9,214,2155,6,Delivered,UPI
256049,26-03-2022,27,211,2143,8,Delivered,UPI
256050,26-03-2022,8,211,2144,8,Delivered,COD
256051,26-03-2022,27,214,2155,4,Cancelled,COD
256052,27-03-2022,16,211,2143,8,Delivered,COD
256053,27-03-2022,26,213,2150,7,Cancelled,UPI
256054,27-03-2022,4,211,2143,5,Delivered,UPI
256055,27-03-2022,12,214,2155,3,Delivered,UPI
256056,27-03-2022,21,216,2162,9,Delivered,COD
256057,27-03-2022,4,211,2142,10,Delivered,Card
256058,27-03-2022,29,212,2147,5,Delivered,UPI
256059,27-03-2022,13,213,2148,3,Delivered,UPI
256060,27-03-2022,4,211,2142,9,Delivered,COD
256061,27-03-2022,30,212,2147,8,Delivered,Card
256062,27-03-2022,29,212,2145,1,Delivered,UPI
256063,27-03-2022,29,212,2147,4,Delivered,UPI
256064,27-03-2022,4,212,2145,6,Delivered,COD
256065,27-03-2022,27,211,2142,5,Delivered,UPI
256066,27-03-2022,14,214,2154,10,Delivered,Card
256067,27-03-2022,28,212,2147,9,Delivered,Card
256068,27-03-2022,25,211,2144,7,Delivered,UPI
256069,27-03-2022,22,211,2142,6,Delivered,Card
256070,27-03-2022,17,214,2153,1,Delivered,Card
256071,27-03-2022,1,212,2146,2,Cancelled,COD
256072,27-03-2022,28,212,2147,10,Delivered,UPI
256073,27-03-2022,4,211,2142,9,Delivered,UPI
256074,27-03-2022,7,212,2145,9,Delivered,UPI
256075,27-03-2022,30,217,2165,9,Delivered,COD
256076,27-03-2022,4,216,2160,2,Delivered,COD
256077,28-03-2022,2,213,2150,5,Delivered,Card
256078,28-03-2022,29,213,2148,4,Delivered,UPI
256079,28-03-2022,2,211,2143,9,Delivered,UPI
256080,28-03-2022,19,212,2145,10,Delivered,Card
256081,28-03-2022,29,214,2155,7,Cancelled,Card
256082,28-03-2022,20,211,2143,8,Delivered,UPI
256083,28-03-2022,3,213,2150,5,Delivered,UPI
256084,28-03-2022,25,212,2145,4,Delivered,UPI
256085,28-03-2022,16,216,2162,8,Delivered,UPI
256086,28-03-2022,21,216,2160,5,Delivered,COD
256087,28-03-2022,25,214,2153,7,Delivered,UPI
256088,28-03-2022,25,214,2151,10,Delivered,Card
256089,28-03-2022,12,211,2143,1,Delivered,COD
256090,28-03-2022,17,212,2145,9,Delivered,COD
256091,28-03-2022,2,213,2148,9,Delivered,COD
256092,28-03-2022,25,212,2146,7,Delivered,UPI
256093,28-03-2022,10,213,2148,8,Delivered,COD
256094,28-03-2022,28,211,2142,10,Delivered,UPI
256095,28-03-2022,9,211,2142,7,Delivered,Card
256096,28-03-2022,6,214,2152,4,Delivered,COD
256097,28-03-2022,3,211,2144,4,Delivered,COD
256098,28-03-2022,5,212,2147,6,Delivered,UPI
256099,28-03-2022,4,214,2151,4,Delivered,Card
256100,28-03-2022,16,212,2147,7,Cancelled,UPI
256101,28-03-2022,12,216,2163,7,Delivered,UPI
256102,28-03-2022,4,211,2143,4,Delivered,Card
256103,28-03-2022,7,216,2163,6,Delivered,UPI
256104,28-03-2022,4,212,2147,1,Delivered,UPI
256105,28-03-2022,15,212,2147,5,Delivered,UPI
256106,28-03-2022,26,217,2164,5,Delivered,COD
256107,28-03-2022,26,214,2151,6,Delivered,Card
256108,28-03-2022,20,212,2147,6,Delivered,UPI
256109,28-03-2022,18,214,2151,9,Delivered,COD
256110,28-03-2022,25,212,2147,3,Cancelled,UPI
256111,29-03-2022,20,217,2167,7,Delivered,UPI
256112,29-03-2022,21,214,2154,1,Delivered,COD
256113,29-03-2022,10,214,2152,2,Delivered,Card
256114,29-03-2022,21,213,2149,10,Delivered,UPI
256115,29-03-2022,28,214,2155,4,Delivered,COD
256116,29-03-2022,4,211,2142,3,Delivered,UPI
256117,29-03-2022,22,217,2165,3,Delivered,UPI
256118,29-03-2022,21,214,2155,6,Delivered,Card
256119,29-03-2022,13,211,2142,3,Delivered,UPI
256120,29-03-2022,8,212,2147,3,Delivered,COD
256121,29-03-2022,29,211,2142,2,Delivered,COD
256122,29-03-2022,28,212,2145,8,Delivered,COD
256123,29-03-2022,11,214,2155,10,Delivered,COD
256124,29-03-2022,1,216,2163,8,Delivered,UPI
256125,29-03-2022,25,212,2147,3,Delivered,UPI
256126,29-03-2022,28,212,2147,3,Delivered,UPI
256127,29-03-2022,26,214,2155,6,Delivered,UPI
256128,29-03-2022,5,213,2148,8,Delivered,UPI
256129,29-03-2022,25,213,2148,8,Delivered,UPI
256130,29-03-2022,20,213,2148,10,Delivered,UPI
256131,29-03-2022,25,211,2142,2,Delivered,COD
256132,29-03-2022,25,211,2141,1,Delivered,UPI
256133,29-03-2022,19,212,2145,5,Delivered,Card
256134,29-03-2022,6,212,2147,4,Delivered,Card
256135,29-03-2022,9,213,2149,2,Delivered,UPI
256136,29-03-2022,30,217,2167,4,Cancelled,UPI
256137,29-03-2022,4,213,2150,3,Delivered,UPI
256138,29-03-2022,4,212,2145,5,Delivered,UPI
256139,29-03-2022,2,217,2164,10,Delivered,UPI
256140,30-03-2022,29,211,2141,6,Delivered,COD
256141,30-03-2022,25,214,2151,2,Cancelled,UPI
256142,30-03-2022,4,216,2160,6,Delivered,UPI
256143,30-03-2022,29,216,2163,7,Delivered,UPI
256144,30-03-2022,7,212,2146,9,Delivered,UPI
256145,30-03-2022,11,212,2147,5,Delivered,Card
256146,30-03-2022,19,211,2143,4,Delivered,COD
256147,30-03-2022,6,213,2150,4,Delivered,UPI
256148,30-03-2022,25,212,2145,5,Delivered,UPI
256149,30-03-2022,25,217,2167,6,Delivered,COD
256150,30-03-2022,25,216,2163,10,Delivered,UPI
256151,30-03-2022,25,212,2147,2,Delivered,COD
256152,30-03-2022,27,212,2145,5,Delivered,UPI
256153,30-03-2022,25,213,2149,2,Delivered,UPI
256154,30-03-2022,25,212,2146,5,Delivered,UPI
256155,30-03-2022,20,214,2152,4,Delivered,COD
256156,30-03-2022,11,212,2145,9,Cancelled,UPI
256157,30-03-2022,3,211,2142,10,Delivered,COD
256158,30-03-2022,12,211,2142,1,Delivered,UPI
256159,30-03-2022,13,216,2162,9,Delivered,UPI
256160,30-03-2022,24,212,2147,1,Delivered,UPI
256161,30-03-2022,13,211,2142,4,Delivered,COD
256162,30-03-2022,4,216,2162,9,Delivered,UPI
256163,30-03-2022,23,211,2142,7,Delivered,COD
256164,30-03-2022,25,211,2142,1,Delivered,COD
256165,30-03-2022,7,212,2147,3,Delivered,UPI
256166,30-03-2022,13,214,2153,2,Delivered,UPI
256167,30-03-2022,13,213,2150,1,Delivered,COD
256168,30-03-2022,14,217,2165,2,Delivered,UPI
256169,30-03-2022,10,217,2165,4,Delivered,UPI
256170,30-03-2022,21,212,2146,6,Delivered,UPI
256171,30-03-2022,13,213,2148,1,Delivered,COD
256172,30-03-2022,27,211,2142,1,Delivered,UPI
256173,30-03-2022,15,213,2149,9,Delivered,Card
256174,30-03-2022,4,213,2148,9,Delivered,UPI
256175,30-03-2022,16,212,2147,2,Delivered,UPI
256176,30-03-2022,6,212,2147,10,Delivered,COD
256177,30-03-2022,2,212,2147,7,Delivered,UPI
256178,30-03-2022,5,211,2141,4,Delivered,UPI
256179,30-03-2022,25,212,2145,10,Delivered,UPI
256180,30-03-2022,4,211,2142,7,Delivered,COD
256181,30-03-2022,11,214,2155,3,Delivered,Card
256182,30-03-2022,22,211,2141,6,Delivered,COD
256183,30-03-2022,4,211,2142,9,Cancelled,COD
256184,30-03-2022,4,212,2147,3,Delivered,UPI
256185,30-03-2022,28,213,2148,1,Delivered,UPI
256186,30-03-2022,22,212,2146,9,Delivered,UPI
256187,30-03-2022,25,214,2152,6,Delivered,UPI
256188,31-03-2022,13,212,2145,1,Delivered,UPI
256189,31-03-2022,13,217,2165,7,Delivered,UPI
256190,31-03-2022,20,212,2147,10,Delivered,UPI
256191,31-03-2022,4,216,2161,2,Delivered,UPI
256192,31-03-2022,29,212,2147,8,Delivered,COD
256193,31-03-2022,15,211,2142,7,Delivered,UPI
256194,31-03-2022,16,214,2154,9,Delivered,UPI
256195,31-03-2022,8,217,2166,9,Delivered,UPI
256196,31-03-2022,11,211,2142,9,Delivered,UPI
256197,31-03-2022,4,211,2144,3,Delivered,UPI
256198,31-03-2022,4,211,2141,8,Delivered,COD
256199,31-03-2022,15,211,2142,5,Delivered,COD
256200,31-03-2022,25,214,2151,8,Delivered,UPI
