order_id,orderDate,customer_id,Resturant_ID,Fooditem,quantity,deliver_status,payment_method
255147,18-02-2022,13,217,2164,9,Delivered,UPI
255148,18-02-2022,18,211,2143,2,Delivered,UPI
255149,18-02-2022,3,212,2146,8,Delivered,UPI
255150,18-02-2022,12,211,2143,1,Delivered,Card
255151,18-02-2022,4,213,2149,5,Delivered,UPI
255152,18-02-2022,22,213,2150,6,Delivered,UPI
255153,18-02-2022,3,212,2147,5,Delivered,COD
255154,18-02-2022,25,211,2142,2,Delivered,UPI
255155,18-02-2022,4,216,2163,1,Delivered,UPI
255156,18-02-2022,16,212,2145,6,Delivered,UPI
255157,18-02-2022,4,212,2145,1,Delivered,Card
255158,18-02-2022,4,211,2142,5,Delivered,UPI
255159,18-02-2022,25,213,2148,7,Delivered,Card
255160,18-02-2022,5,211,2142,2,Delivered,UPI
255161,18-02-2022,21,214,2154,9,Delivered,UPI
255162,18-02-2022,26,213,2149,2,Cancelled,COD
255163,18-02-2022,2,213,2149,10,Delivered,UPI
255164,18-02-2022,25,211,2142,1,Delivered,UPI
255165,18-02-2022,3,213,2149,4,Delivered,UPI
255166,18-02-2022,15,211,2142,10,Cancelled,UPI
255167,18-02-2022,21,211,2142,7,Delivered,Card
255168,18-02-2022,28,211,2141,5,Cancelled,UPI
255169,18-02-2022,4,213,2150,4,Delivered,COD
255170,18-02-2022,4,216,2160,5,Delivered,UPI
255171,18-02-2022,27,213,2149,7,Delivered,Card
255172,18-02-2022,25,211,2144,10,Delivered,UPI
255173,18-02-2022,25,216,2161,3,Delivered,UPI
255174,18-02-2022,3,212,2145,8,Delivered,UPI
255175,18-02-2022,3,212,2145,8,Delivered,UPI
255176,18-02-2022,25,217,2165,7,Delivered,COD
255177,18-02-2022,4,213,2148,3,Delivered,UPI
255178,18-02-2022,25,212,2145,7,Delivered,Card
255179,18-02-2022,4,212,2145,5,Delivered,UPI
255180,18-02-2022,25,214,2155,3,Cancelled,COD
255181,18-02-2022,29,212,2147,8,Delivered,UPI
255182,18-02-2022,18,211,2142,1,Delivered,UPI
255183,18-02-2022,25,214,2155,5,Delivered,COD
255184,18-02-2022,4,211,2142,10,Delivered,Card
255185,18-02-2022,14,212,2145,5,Delivered,Card
255186,19-02-2022,21,211,2144,8,Delivered,UPI
255187,19-02-2022,22,216,2162,6,Delivered,UPI
255188,19-02-2022,21,212,2146,9,Delivered,COD
255189,19-02-2022,19,212,2147,4,Cancelled,UPI
255190,19-02-2022,25,211,2142,6,Delivered,UPI
255191,19-02-2022,25,212,2147,10,Delivered,Card
255192,19-02-2022,19,216,2160,6,Delivered,UPI
255193,19-02-2022,20,212,2147,10,Delivered,Card
255194,19-02-2022,3,214,2154,2,Delivered,UPI
255195,19-02-2022,1,213,2149,2,Delivered,UPI
255196,19-02-2022,9,211,2141,7,Cancelled,COD
255197,19-02-2022,29,217,2164,8,Delivered,COD
255198,19-02-2022,5,211,2144,2,Delivered,UPI
255199,19-02-2022,19,213,2149,10,Delivered,COD
255200,19-02-2022,25,211,2141,2,Delivered,COD
255201,19-02-2022,25,214,2155,5,Delivered,UPI
255202,19-02-2022,25,213,2148,6,Delivered,UPI
255203,19-02-2022,15,212,2147,3,Delivered,UPI
255204,19-02-2022,1,216,2163,4,Delivered,UPI
255205,19-02-2022,7,213,2148,5,Delivered,UPI
255206,19-02-2022,1,216,2162,10,Delivered,UPI
255207,19-02-2022,25,211,2142,5,Delivered,UPI
255208,19-02-2022,11,211,2144,9,Delivered,UPI
255209,19-02-2022,25,212,2146,4,Delivered,UPI
255210,19-02-2022,4,214,2153,1,Delivered,UPI
255211,19-02-2022,4,212,2147,3,Delivered,COD
255212,19-02-2022,4,211,2141,7,Delivered,UPI
255213,19-02-2022,25,211,2142,1,Delivered,UPI
255214,19-02-2022,28,212,2146,10,Delivered,UPI
255215,19-02-2022,12,214,2155,3,Delivered,UPI
255216,19-02-2022,4,211,2142,10,Delivered,UPI
255217,19-02-2022,22,214,2154,7,Delivered,UPI
255218,19-02-2022,8,214,2155,10,Delivered,UPI
255219,19-02-2022,4,211,2141,3,Delivered,UPI
255220,19-02-2022,22,214,2153,5,Delivered,COD
255221,19-02-2022,4,214,2155,1,Delivered,UPI
255222,19-02-2022,25,214,2154,9,Delivered,UPI
255223,19-02-2022,25,217,2165,3,Delivered,COD
255224,19-02-2022,7,213,2149,8,Delivered,UPI
255225,19-02-2022,25,212,2146,10,Delivered,UPI
255226,19-02-2022,4,211,2141,3,Delivered,UPI
255227,19-02-2022,25,211,2142,6,Delivered,UPI
255228,19-02-2022,7,211,2142,10,Delivered,UPI
255229,19-02-2022,19,213,2150,9,Delivered,UPI
255230,19-02-2022,24,216,2160,8,Delivered,UPI
255231,19-02-2022,25,214,2154,6,Delivered,COD
255232,19-02-2022,21,214,2154,7,Delivered,UPI
255233,19-02-2022,16,216,2160,7,Delivered,COD
255234,20-02-2022,24,216,2160,9,Delivered,UPI
255235,20-02-2022,25,212,2147,3,Delivered,UPI
255236,20-02-2022,8,212,2147,3,Delivered,UPI
255237,20-02-2022,22,216,2161,2,Delivered,UPI
255238,20-02-2022,9,212,2147,7,Delivered,COD
255239,20-02-2022,13,214,2151,6,Delivered,UPI
255240,20-02-2022,18,211,2142,1,Delivered,UPI
255241,20-02-2022,1,214,2154,4,Delivered,UPI
255242,20-02-2022,22,216,2161,9,Delivered,COD
255243,20-02-2022,9,212,2146,9,Delivered,COD
255244,20-02-2022,20,211,2141,3,Delivered,UPI
255245,20-02-2022,4,211,2142,2,Delivered,Card
255246,21-02-2022,17,213,2148,3,Delivered,UPI
255247,21-02-2022,6,213,2148,10,Delivered,COD
255248,21-02-2022,12,212,2145,9,Delivered,COD
255249,21-02-2022,25,213,2149,5,Delivered,UPI
255250,21-02-2022,2,213,2149,10,Delivered,UPI
255251,21-02-2022,23,211,2141,3,Delivered,UPI
255252,21-02-2022,25,213,2149,2,Delivered,UPI
255253,21-02-2022,27,217,2164,6,Delivered,COD
255254,21-02-2022,15,217,2164,5,Delivered,Card
255255,21-02-2022,20,217,2164,1,Delivered,UPI
255256,21-02-2022,12,214,2155,4,Delivered,UPI
255257,21-02-2022,25,214,2154,10,Delivered,UPI
255258,21-02-2022,14,212,2147,9,Delivered,UPI
255259,21-02-2022,18,212,2147,9,Delivered,COD
255260,21-02-2022,25,216,2163,8,Delivered,UPI
255261,21-02-2022,4,212,2145,8,Delivered,Card
255262,21-02-2022,4,211,2142,8,Delivered,UPI
255263,21-02-2022,21,211,2144,6,Delivered,COD
255264,21-02-2022,5,212,2145,10,Delivered,COD
255265,21-02-2022,4,212,2147,5,Delivered,UPI
255266,21-02-2022,28,212,2146,6,Delivered,UPI
255267,21-02-2022,25,214,2154,1,Delivered,COD
255268,21-02-2022,25,213,2148,2,Delivered,UPI
255269,21-02-2022,7,213,2148,1,Delivered,COD
255270,21-02-2022,27,216,2160,7,Cancelled,UPI
255271,22-02-2022,13,217,2165,4,Delivered,UPI
255272,22-02-2022,28,213,2150,4,Delivered,UPI
255273,23-02-2022,4,214,2151,6,Delivered,COD
255274,23-02-2022,2,211,2142,4,Delivered,COD
255275,23-02-2022,30,211,2142,10,Delivered,UPI
255276,23-02-2022,25,216,2161,8,Cancelled,UPI
255277,23-02-2022,4,211,2142,8,Delivered,UPI
255278,23-02-2022,25,212,2147,9,Delivered,UPI
255279,23-02-2022,8,212,2147,4,Delivered,UPI
255280,23-02-2022,10,211,2143,1,Delivered,COD
255281,23-02-2022,28,217,2167,4,Delivered,COD
255282,24-02-2022,2,216,2161,4,Delivered,UPI
255283,24-02-2022,25,211,2142,7,Delivered,Card
255284,24-02-2022,27,216,2163,8,Delivered,UPI
255285,24-02-2022,4,211,2142,7,Delivered,UPI
255286,24-02-2022,8,214,2152,8,Delivered,UPI
255287,24-02-2022,25,212,2146,1,Delivered,UPI
255288,24-02-2022,9,212,2145,2,Delivered,COD
255289,24-02-2022,28,211,2141,2,Delivered,COD
255290,24-02-2022,5,212,2147,4,Delivered,COD
255291,24-02-2022,25,216,2162,10,Delivered,UPI
255292,24-02-2022,20,211,2142,10,Delivered,COD
255293,24-02-2022,27,213,2148,10,Delivered,COD
255294,24-02-2022,7,214,2155,10,Delivered,UPI
255295,24-02-2022,4,216,2163,6,Delivered,COD
255296,24-02-2022,5,211,2143,7,Delivered,UPI
255297,24-02-2022,12,214,2154,7,Delivered,UPI
255298,24-02-2022,12,212,2147,6,Delivered,COD
255299,24-02-2022,28,216,2163,6,Delivered,UPI
255300,24-02-2022,3,211,2142,2,Delivered,UPI
255301,24-02-2022,27,211,2144,4,Delivered,UPI
255302,24-02-2022,4,213,2149,9,Delivered,UPI
255303,24-02-2022,1,214,2152,2,Delivered,UPI
255304,24-02-2022,14,212,2145,1,Delivered,UPI
255305,24-02-2022,4,211,2141,6,Delivered,UPI
255306,24-02-2022,4,213,2150,9,Delivered,UPI
255307,24-02-2022,5,214,2153,6,Delivered,UPI
255308,24-02-2022,16,212,2146,2,Delivered,UPI
255309,24-02-2022,13,211,2142,10,Delivered,UPI
255310,24-02-2022,25,212,2147,1,Delivered,UPI
255311,24-02-2022,29,211,2141,1,Delivered,COD
255312,24-02-2022,22,214,2154,8,Delivered,UPI
255313,24-02-2022,16,216,2160,8,Delivered,UPI
255314,24-02-2022,21,211,2144,3,Delivered,COD
255315,24-02-2022,15,212,2147,4,Delivered,UPI
255316,24-02-2022,4,212,2147,1,Delivered,UPI
255317,24-02-2022,4,213,2150,3,Delivered,UPI
255318,24-02-2022,27,211,2141,8,Cancelled,Card
255319,24-02-2022,12,214,2151,5,Delivered,UPI
255320,24-02-2022,17,211,2142,8,Delivered,Card
255321,24-02-2022,4,212,2147,3,Delivered,COD
255322,24-02-2022,18,213,2150,5,Delivered,COD
255323,24-02-2022,2,211,2143,6,Delivered,UPI
255324,24-02-2022,22,216,2160,8,Cancelled,Card
255325,25-02-2022,30,211,2142,1,Delivered,UPI
255326,25-02-2022,4,214,2155,8,Delivered,Card
255327,25-02-2022,4,211,2143,5,Delivered,COD
255328,25-02-2022,23,216,2160,5,Delivered,UPI
255329,25-02-2022,17,211,2142,4,Delivered,UPI
255330,25-02-2022,25,212,2145,10,Delivered,COD
255331,25-02-2022,25,214,2154,9,Delivered,UPI
255332,25-02-2022,2,213,2149,3,Delivered,COD
255333,25-02-2022,13,216,2160,1,Delivered,COD
255334,25-02-2022,24,212,2147,10,Delivered,UPI
255335,25-02-2022,12,211,2142,10,Delivered,UPI
255336,25-02-2022,14,214,2151,5,Delivered,COD
255337,25-02-2022,4,213,2149,6,Delivered,UPI
255338,25-02-2022,3,212,2145,8,Delivered,UPI
255339,25-02-2022,30,211,2141,10,Delivered,UPI
255340,25-02-2022,4,211,2144,9,Delivered,Card
255341,25-02-2022,26,214,2155,7,Delivered,UPI
255342,25-02-2022,15,216,2162,9,Delivered,UPI
255343,25-02-2022,25,211,2141,4,Delivered,UPI
255344,25-02-2022,20,211,2142,9,Delivered,Card
255345,25-02-2022,2,214,2155,9,Delivered,UPI
255346,25-02-2022,22,217,2165,8,Delivered,COD
255347,25-02-2022,25,213,2149,3,Delivered,UPI
255348,25-02-2022,4,212,2145,4,Delivered,UPI
255349,25-02-2022,2,217,2165,2,Delivered,UPI
255350,25-02-2022,27,212,2147,3,Delivered,COD
255351,25-02-2022,3,214,2155,5,Delivered,COD
255352,25-02-2022,23,212,2147,10,Delivered,UPI
255353,25-02-2022,22,212,2145,3,Delivered,UPI
255354,25-02-2022,12,213,2149,10,Delivered,UPI
255355,25-02-2022,4,211,2141,10,Delivered,Card
255356,26-02-2022,23,211,2143,8,Delivered,COD
255357,26-02-2022,12,212,2147,6,Delivered,COD
255358,26-02-2022,25,211,2141,1,Delivered,UPI
255359,26-02-2022,24,211,2142,10,Delivered,UPI
255360,26-02-2022,20,211,2142,8,Delivered,UPI
255361,26-02-2022,16,211,2144,9,Delivered,COD
255362,26-02-2022,29,213,2150,2,Delivered,COD
255363,26-02-2022,19,216,2160,2,Delivered,COD
255364,26-02-2022,17,212,2147,1,Delivered,COD
255365,26-02-2022,18,213,2149,4,Delivered,COD
255366,26-02-2022,9,212,2147,7,Delivered,UPI
255367,26-02-2022,25,214,2155,5,Delivered,COD
255368,26-02-2022,4,212,2147,6,Delivered,COD
255369,26-02-2022,25,212,2147,9,Delivered,UPI
255370,26-02-2022,24,212,2147,2,Delivered,Card
255371,26-02-2022,16,212,2145,2,Delivered,UPI
255372,26-02-2022,25,212,2145,8,Delivered,UPI
255373,26-02-2022,1,211,2142,9,Delivered,UPI
255374,26-02-2022,14,217,2167,8,Delivered,UPI
255375,26-02-2022,1,214,2155,2,Delivered,UPI
255376,26-02-2022,10,211,2142,9,Delivered,Card
255377,26-02-2022,25,211,2142,6,Delivered,UPI
255378,26-02-2022,25,211,2143,1,Delivered,UPI
255379,26-02-2022,5,212,2147,8,Delivered,UPI
255380,26-02-2022,19,217,2165,5,Delivered,UPI
255381,26-02-2022,3,216,2163,6,Delivered,UPI
255382,26-02-2022,21,211,2142,4,Delivered,COD
255383,26-02-2022,19,214,2151,9,Delivered,UPI
255384,26-02-2022,11,211,2141,10,Delivered,UPI
255385,26-02-2022,14,211,2144,4,Delivered,COD
255386,26-02-2022,24,211,2142,7,Delivered,COD
255387,26-02-2022,10,214,2153,9,Delivered,UPI
255388,26-02-2022,1,211,2142,6,Delivered,UPI
255389,26-02-2022,14,213,2148,7,Delivered,UPI
255390,26-02-2022,21,214,2154,9,Delivered,UPI
255391,26-02-2022,15,216,2161,8,Delivered,COD
255392,26-02-2022,1,217,2164,5,Delivered,Card
255393,26-02-2022,4,216,2163,7,Cancelled,COD
255394,26-02-2022,4,211,2142,8,Delivered,Card
255395,26-02-2022,28,212,2147,10,Delivered,UPI
255396,26-02-2022,25,212,2147,3,Delivered,Card
255397,26-02-2022,8,211,2141,10,Delivered,UPI
255398,26-02-2022,4,211,2143,1,Cancelled,COD
255399,27-02-2022,4,212,2146,9,Cancelled,COD
255400,27-02-2022,28,216,2161,2,Delivered,COD
255401,27-02-2022,11,211,2142,3,Delivered,UPI
255402,27-02-2022,26,216,2160,6,Delivered,COD
255403,27-02-2022,11,211,2142,1,Delivered,COD
255404,27-02-2022,11,212,2147,6,Delivered,UPI
255405,27-02-2022,29,217,2167,6,Delivered,UPI
255406,27-02-2022,28,216,2160,8,Delivered,UPI
255407,27-02-2022,19,211,2142,9,Delivered,COD
255408,27-02-2022,24,211,2143,8,Delivered,Card
255409,27-02-2022,7,212,2147,10,Delivered,UPI
255410,27-02-2022,4,213,2148,1,Delivered,UPI
255411,27-02-2022,26,211,2141,10,Delivered,UPI
255412,27-02-2022,23,211,2142,1,Delivered,COD
255413,27-02-2022,25,214,2154,3,Delivered,COD
255414,27-02-2022,19,212,2147,4,Delivered,COD
255415,27-02-2022,16,217,2165,3,Cancelled,COD
255416,27-02-2022,3,211,2142,1,Delivered,UPI
255417,27-02-2022,18,211,2141,5,Delivered,UPI
255418,27-02-2022,10,212,2147,7,Delivered,UPI
255419,27-02-2022,27,212,2146,8,Delivered,COD
255420,27-02-2022,2,211,2142,2,Delivered,Card
255421,27-02-2022,21,216,2160,1,Delivered,UPI
255422,27-02-2022,27,217,2165,2,Delivered,COD
255423,27-02-2022,28,211,2144,5,Delivered,COD
255424,27-02-2022,20,216,2160,4,Delivered,UPI
255425,27-02-2022,1,216,2162,8,Delivered,UPI
255426,28-02-2022,4,214,2155,6,Delivered,UPI
255427,28-02-2022,6,211,2142,5,Delivered,UPI
255428,28-02-2022,23,214,2155,1,Delivered,UPI
255429,28-02-2022,4,212,2147,10,Delivered,Card
255430,28-02-2022,6,212,2147,5,Delivered,UPI
255431,28-02-2022,30,213,2148,3,Delivered,UPI
255432,28-02-2022,25,211,2142,8,Delivered,UPI
255433,28-02-2022,23,211,2141,8,Delivered,Card
255434,28-02-2022,10,211,2142,9,Delivered,UPI
255435,28-02-2022,8,211,2141,5,Delivered,UPI
